0.00.038.117 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.145 W srv  llama_server: embeddings enabled with n_batch (2048) > n_ubatch (512)
0.00.038.145 W srv  llama_server: setting n_batch = n_ubatch = 512 to avoid assertion failure
0.00.038.465 W srv  llama_server: -----------------
0.00.038.466 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.467 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.467 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.467 W srv  llama_server: -----------------
0.00.039.680 I srv    load_model: loading model '/mnt/raid0/llm/models/bge-large-en-v1.5-f16.gguf'
0.00.244.663 W load: special_eos_id is not in special_eog_ids - the tokenizer config may be incorrect
0.00.367.838 W srv    load_model: speculative decoding not supported by this context
0.00.367.843 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 512, kv_unified = 'true'
0.00.369.366 I srv  llama_server: model loaded
0.00.369.373 I srv  llama_server: listening on http://127.0.0.1:8090
4.21.067.388 I slot      release: id  0 | task 1061 | stop processing: n_tokens = 60, truncated = 0
4.21.068.301 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262043964
4.21.068.303 I slot launch_slot_: id  3 | task 1063 | processing task, is_child = 0
4.21.076.673 I slot      release: id  3 | task 1063 | stop processing: n_tokens = 58, truncated = 0
4.21.077.571 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262053403
4.21.077.573 I slot launch_slot_: id  2 | task 1065 | processing task, is_child = 0
4.21.085.871 I slot      release: id  2 | task 1065 | stop processing: n_tokens = 55, truncated = 0
4.21.086.792 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262062619
4.21.086.794 I slot launch_slot_: id  1 | task 1067 | processing task, is_child = 0
4.21.095.121 I slot      release: id  1 | task 1067 | stop processing: n_tokens = 53, truncated = 0
4.21.096.023 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262075540
4.21.096.025 I slot launch_slot_: id  0 | task 1069 | processing task, is_child = 0
4.21.105.777 I slot      release: id  0 | task 1069 | stop processing: n_tokens = 62, truncated = 0
4.21.106.669 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262084825
4.21.106.671 I slot launch_slot_: id  3 | task 1071 | processing task, is_child = 0
4.21.116.574 I slot      release: id  3 | task 1071 | stop processing: n_tokens = 46, truncated = 0
4.21.117.483 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262094023
4.21.117.485 I slot launch_slot_: id  2 | task 1073 | processing task, is_child = 0
4.21.126.223 I slot      release: id  2 | task 1073 | stop processing: n_tokens = 51, truncated = 0
4.21.127.122 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262103272
4.21.127.124 I slot launch_slot_: id  1 | task 1075 | processing task, is_child = 0
4.21.203.349 I slot      release: id  1 | task 1075 | stop processing: n_tokens = 82, truncated = 0
4.21.204.313 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262113928
4.21.204.315 I slot launch_slot_: id  0 | task 1077 | processing task, is_child = 0
4.21.213.058 I slot      release: id  0 | task 1077 | stop processing: n_tokens = 50, truncated = 0
4.21.213.997 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262124726
4.21.214.000 I slot launch_slot_: id  3 | task 1079 | processing task, is_child = 0
4.21.226.697 I slot      release: id  3 | task 1079 | stop processing: n_tokens = 108, truncated = 0
4.21.227.635 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262134375
4.21.227.637 I slot launch_slot_: id  2 | task 1081 | processing task, is_child = 0
4.21.236.471 I slot      release: id  2 | task 1081 | stop processing: n_tokens = 82, truncated = 0
4.21.237.385 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262211501
4.21.237.387 I slot launch_slot_: id  1 | task 1083 | processing task, is_child = 0
4.21.245.860 I slot      release: id  1 | task 1083 | stop processing: n_tokens = 53, truncated = 0
4.21.246.787 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262221209
4.21.246.790 I slot launch_slot_: id  0 | task 1085 | processing task, is_child = 0
4.21.255.844 I slot      release: id  0 | task 1085 | stop processing: n_tokens = 103, truncated = 0
4.21.256.722 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262234849
4.21.256.725 I slot launch_slot_: id  3 | task 1087 | processing task, is_child = 0
4.21.266.459 I slot      release: id  3 | task 1087 | stop processing: n_tokens = 54, truncated = 0
4.21.267.383 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262244623
4.21.267.385 I slot launch_slot_: id  2 | task 1089 | processing task, is_child = 0
4.21.277.631 I slot      release: id  2 | task 1089 | stop processing: n_tokens = 55, truncated = 0
4.21.278.537 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262254012
4.21.278.539 I slot launch_slot_: id  1 | task 1091 | processing task, is_child = 0
4.21.287.022 I slot      release: id  1 | task 1091 | stop processing: n_tokens = 49, truncated = 0
4.21.287.915 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262263996
4.21.287.916 I slot launch_slot_: id  0 | task 1093 | processing task, is_child = 0
4.21.296.343 I slot      release: id  0 | task 1093 | stop processing: n_tokens = 59, truncated = 0
4.21.297.238 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262274611
4.21.297.240 I slot launch_slot_: id  3 | task 1095 | processing task, is_child = 0
4.21.305.776 I slot      release: id  3 | task 1095 | stop processing: n_tokens = 60, truncated = 0
4.21.306.690 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262285783
4.21.306.692 I slot launch_slot_: id  2 | task 1097 | processing task, is_child = 0
4.21.318.463 I slot      release: id  2 | task 1097 | stop processing: n_tokens = 82, truncated = 0
4.21.319.396 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262295174
4.21.319.398 I slot launch_slot_: id  1 | task 1099 | processing task, is_child = 0
4.21.327.878 I slot      release: id  1 | task 1099 | stop processing: n_tokens = 66, truncated = 0
4.21.328.773 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262304495
4.21.328.775 I slot launch_slot_: id  0 | task 1101 | processing task, is_child = 0
4.21.337.197 I slot      release: id  0 | task 1101 | stop processing: n_tokens = 53, truncated = 0
4.21.338.113 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262313928
4.21.338.115 I slot launch_slot_: id  3 | task 1103 | processing task, is_child = 0
4.21.347.142 I slot      release: id  3 | task 1103 | stop processing: n_tokens = 103, truncated = 0
4.21.348.061 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262326615
4.21.348.062 I slot launch_slot_: id  2 | task 1105 | processing task, is_child = 0
4.21.360.351 I slot      release: id  2 | task 1105 | stop processing: n_tokens = 72, truncated = 0
4.21.361.253 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262336029
4.21.361.254 I slot launch_slot_: id  1 | task 1107 | processing task, is_child = 0
4.21.369.966 I slot      release: id  1 | task 1107 | stop processing: n_tokens = 52, truncated = 0
4.21.370.902 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262345349
4.21.370.903 I slot launch_slot_: id  0 | task 1109 | processing task, is_child = 0
4.21.379.557 I slot      release: id  0 | task 1109 | stop processing: n_tokens = 49, truncated = 0
4.21.380.497 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262355294
4.21.380.499 I slot launch_slot_: id  3 | task 1111 | processing task, is_child = 0
4.21.388.879 I slot      release: id  3 | task 1111 | stop processing: n_tokens = 57, truncated = 0
4.21.389.771 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262368502
4.21.389.773 I slot launch_slot_: id  2 | task 1113 | processing task, is_child = 0
4.21.401.170 I slot      release: id  2 | task 1113 | stop processing: n_tokens = 52, truncated = 0
4.21.402.046 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262378118
4.21.402.048 I slot launch_slot_: id  1 | task 1115 | processing task, is_child = 0
4.21.410.800 I slot      release: id  1 | task 1115 | stop processing: n_tokens = 56, truncated = 0
4.21.411.692 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262387709
4.21.411.694 I slot launch_slot_: id  0 | task 1117 | processing task, is_child = 0
4.21.422.107 I slot      release: id  0 | task 1117 | stop processing: n_tokens = 56, truncated = 0
4.21.423.020 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262397030
4.21.423.022 I slot launch_slot_: id  3 | task 1119 | processing task, is_child = 0
4.21.431.744 I slot      release: id  3 | task 1119 | stop processing: n_tokens = 52, truncated = 0
4.21.432.643 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262409322
4.21.432.645 I slot launch_slot_: id  2 | task 1121 | processing task, is_child = 0
4.21.442.696 I slot      release: id  2 | task 1121 | stop processing: n_tokens = 56, truncated = 0
4.21.443.620 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262418952
4.21.443.622 I slot launch_slot_: id  1 | task 1123 | processing task, is_child = 0
4.21.453.205 I slot      release: id  1 | task 1123 | stop processing: n_tokens = 55, truncated = 0
4.21.454.123 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262430259
4.21.454.124 I slot launch_slot_: id  0 | task 1125 | processing task, is_child = 0
4.21.462.461 I slot      release: id  0 | task 1125 | stop processing: n_tokens = 54, truncated = 0
4.21.463.372 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262439896
4.21.463.374 I slot launch_slot_: id  3 | task 1127 | processing task, is_child = 0
4.21.471.677 I slot      release: id  3 | task 1127 | stop processing: n_tokens = 53, truncated = 0
4.21.472.538 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262450847
4.21.472.539 I slot launch_slot_: id  2 | task 1129 | processing task, is_child = 0
4.21.480.943 I slot      release: id  2 | task 1129 | stop processing: n_tokens = 55, truncated = 0
4.21.481.776 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262461357
4.21.481.777 I slot launch_slot_: id  1 | task 1131 | processing task, is_child = 0
4.21.493.755 I slot      release: id  1 | task 1131 | stop processing: n_tokens = 78, truncated = 0
4.21.494.605 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262470612
4.21.494.607 I slot launch_slot_: id  0 | task 1133 | processing task, is_child = 0
4.21.503.336 I slot      release: id  0 | task 1133 | stop processing: n_tokens = 81, truncated = 0
4.21.504.196 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262479829
4.21.504.197 I slot launch_slot_: id  3 | task 1135 | processing task, is_child = 0
4.21.512.622 I slot      release: id  3 | task 1135 | stop processing: n_tokens = 62, truncated = 0
4.21.513.454 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262489095
4.21.513.456 I slot launch_slot_: id  2 | task 1137 | processing task, is_child = 0
4.21.521.548 I slot      release: id  2 | task 1137 | stop processing: n_tokens = 43, truncated = 0
4.21.522.393 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262501906
4.21.522.395 I slot launch_slot_: id  1 | task 1139 | processing task, is_child = 0
4.21.533.945 I slot      release: id  1 | task 1139 | stop processing: n_tokens = 60, truncated = 0
4.21.534.880 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262511488
4.21.534.884 I slot launch_slot_: id  0 | task 1141 | processing task, is_child = 0
4.21.544.210 I slot      release: id  0 | task 1141 | stop processing: n_tokens = 107, truncated = 0
4.21.545.134 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262520774
4.21.545.137 I slot launch_slot_: id  3 | task 1143 | processing task, is_child = 0
4.21.553.621 I slot      release: id  3 | task 1143 | stop processing: n_tokens = 55, truncated = 0
4.21.554.517 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262529700
4.21.554.520 I slot launch_slot_: id  2 | task 1145 | processing task, is_child = 0
4.21.562.907 I slot      release: id  2 | task 1145 | stop processing: n_tokens = 54, truncated = 0
4.21.563.789 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262542096
4.21.563.792 I slot launch_slot_: id  1 | task 1147 | processing task, is_child = 0
4.21.573.553 I slot      release: id  1 | task 1147 | stop processing: n_tokens = 63, truncated = 0
4.21.574.453 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262552362
4.21.574.455 I slot launch_slot_: id  0 | task 1149 | processing task, is_child = 0
4.21.584.628 I slot      release: id  0 | task 1149 | stop processing: n_tokens = 48, truncated = 0
4.21.585.518 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262561773
4.21.585.521 I slot launch_slot_: id  3 | task 1151 | processing task, is_child = 0
4.21.594.301 I slot      release: id  3 | task 1151 | stop processing: n_tokens = 51, truncated = 0
4.21.595.214 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262571059
4.21.595.217 I slot launch_slot_: id  2 | task 1153 | processing task, is_child = 0
4.21.603.765 I slot      release: id  2 | task 1153 | stop processing: n_tokens = 60, truncated = 0
4.21.604.675 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262581705
4.21.604.678 I slot launch_slot_: id  1 | task 1155 | processing task, is_child = 0
4.21.621.627 I slot      release: id  1 | task 1155 | stop processing: n_tokens = 118, truncated = 0
4.21.622.661 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262592779
4.21.622.666 I slot launch_slot_: id  0 | task 1157 | processing task, is_child = 0
4.21.631.558 I slot      release: id  0 | task 1157 | stop processing: n_tokens = 52, truncated = 0
4.21.632.489 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262602453
4.21.632.493 I slot launch_slot_: id  3 | task 1159 | processing task, is_child = 0
4.21.640.857 I slot      release: id  3 | task 1159 | stop processing: n_tokens = 64, truncated = 0
4.21.641.752 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262611917
4.21.641.755 I slot launch_slot_: id  2 | task 1161 | processing task, is_child = 0
4.21.650.424 I slot      release: id  2 | task 1161 | stop processing: n_tokens = 73, truncated = 0
4.21.651.353 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262629780
4.21.651.356 I slot launch_slot_: id  1 | task 1163 | processing task, is_child = 0
4.21.662.651 I slot      release: id  1 | task 1163 | stop processing: n_tokens = 52, truncated = 0
4.21.663.567 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262639710
4.21.663.570 I slot launch_slot_: id  0 | task 1165 | processing task, is_child = 0
4.21.672.836 I slot      release: id  0 | task 1165 | stop processing: n_tokens = 70, truncated = 0
4.21.673.789 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262649009
4.21.673.793 I slot launch_slot_: id  3 | task 1167 | processing task, is_child = 0
4.21.682.267 I slot      release: id  3 | task 1167 | stop processing: n_tokens = 55, truncated = 0
4.21.683.223 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262658576
4.21.683.226 I slot launch_slot_: id  2 | task 1169 | processing task, is_child = 0
4.21.691.775 I slot      release: id  2 | task 1169 | stop processing: n_tokens = 61, truncated = 0
4.21.692.685 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262670803
4.21.692.689 I slot launch_slot_: id  1 | task 1171 | processing task, is_child = 0
4.21.702.238 I slot      release: id  1 | task 1171 | stop processing: n_tokens = 79, truncated = 0
4.21.703.135 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262680988
4.21.703.138 I slot launch_slot_: id  0 | task 1173 | processing task, is_child = 0
4.21.713.627 I slot      release: id  0 | task 1173 | stop processing: n_tokens = 57, truncated = 0
4.21.714.536 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262690419
4.21.714.540 I slot launch_slot_: id  3 | task 1175 | processing task, is_child = 0
4.21.723.011 I slot      release: id  3 | task 1175 | stop processing: n_tokens = 58, truncated = 0
4.21.723.934 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262699927
4.21.723.937 I slot launch_slot_: id  2 | task 1177 | processing task, is_child = 0
4.21.732.469 I slot      release: id  2 | task 1177 | stop processing: n_tokens = 51, truncated = 0
4.21.733.397 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262710390
4.21.733.400 I slot launch_slot_: id  1 | task 1179 | processing task, is_child = 0
4.21.742.033 I slot      release: id  1 | task 1179 | stop processing: n_tokens = 49, truncated = 0
4.21.742.941 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262721779
4.21.742.944 I slot launch_slot_: id  0 | task 1181 | processing task, is_child = 0
4.21.755.023 I slot      release: id  0 | task 1181 | stop processing: n_tokens = 50, truncated = 0
4.21.755.944 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262731163
4.21.755.947 I slot launch_slot_: id  3 | task 1183 | processing task, is_child = 0
4.21.764.352 I slot      release: id  3 | task 1183 | stop processing: n_tokens = 55, truncated = 0
4.21.765.252 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262740621
4.21.765.255 I slot launch_slot_: id  2 | task 1185 | processing task, is_child = 0
4.21.775.661 I slot      release: id  2 | task 1185 | stop processing: n_tokens = 55, truncated = 0
4.21.776.583 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262750185
4.21.776.587 I slot launch_slot_: id  1 | task 1187 | processing task, is_child = 0
4.21.785.001 I slot      release: id  1 | task 1187 | stop processing: n_tokens = 59, truncated = 0
4.21.785.949 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262763175
4.21.785.953 I slot launch_slot_: id  0 | task 1189 | processing task, is_child = 0
4.21.798.206 I slot      release: id  0 | task 1189 | stop processing: n_tokens = 70, truncated = 0
4.21.799.107 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262772504
4.21.799.110 I slot launch_slot_: id  3 | task 1191 | processing task, is_child = 0
4.21.807.299 I slot      release: id  3 | task 1191 | stop processing: n_tokens = 41, truncated = 0
4.21.808.739 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262783813
4.21.808.742 I slot launch_slot_: id  2 | task 1193 | processing task, is_child = 0
4.21.817.165 I slot      release: id  2 | task 1193 | stop processing: n_tokens = 57, truncated = 0
4.21.818.061 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262793153
4.21.818.065 I slot launch_slot_: id  1 | task 1195 | processing task, is_child = 0
4.21.826.821 I slot      release: id  1 | task 1195 | stop processing: n_tokens = 51, truncated = 0
4.21.827.726 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262806358
4.21.827.729 I slot launch_slot_: id  0 | task 1197 | processing task, is_child = 0
4.21.841.231 I slot      release: id  0 | task 1197 | stop processing: n_tokens = 116, truncated = 0
4.21.842.119 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262815451
4.21.842.122 I slot launch_slot_: id  3 | task 1199 | processing task, is_child = 0
4.21.850.576 I slot      release: id  3 | task 1199 | stop processing: n_tokens = 58, truncated = 0
4.21.851.505 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262825317
4.21.851.508 I slot launch_slot_: id  2 | task 1201 | processing task, is_child = 0
4.21.859.936 I slot      release: id  2 | task 1201 | stop processing: n_tokens = 57, truncated = 0
4.21.860.841 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262834973
4.21.860.844 I slot launch_slot_: id  1 | task 1203 | processing task, is_child = 0
4.21.869.391 I slot      release: id  1 | task 1203 | stop processing: n_tokens = 69, truncated = 0
4.21.870.340 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262849382
4.21.870.343 I slot launch_slot_: id  0 | task 1205 | processing task, is_child = 0
4.21.882.039 I slot      release: id  0 | task 1205 | stop processing: n_tokens = 62, truncated = 0
4.21.883.008 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262858728
4.21.883.012 I slot launch_slot_: id  3 | task 1207 | processing task, is_child = 0
4.21.891.241 I slot      release: id  3 | task 1207 | stop processing: n_tokens = 45, truncated = 0
4.21.892.176 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262868087
4.21.892.179 I slot launch_slot_: id  2 | task 1209 | processing task, is_child = 0
4.21.900.696 I slot      release: id  2 | task 1209 | stop processing: n_tokens = 63, truncated = 0
4.21.901.844 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262877543
4.21.901.848 I slot launch_slot_: id  1 | task 1211 | processing task, is_child = 0
4.21.910.362 I slot      release: id  1 | task 1211 | stop processing: n_tokens = 59, truncated = 0
4.21.911.341 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262890191
4.21.911.344 I slot launch_slot_: id  0 | task 1213 | processing task, is_child = 0
4.21.921.187 I slot      release: id  0 | task 1213 | stop processing: n_tokens = 61, truncated = 0
4.21.922.087 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262899393
4.21.922.090 I slot launch_slot_: id  3 | task 1215 | processing task, is_child = 0
4.21.932.785 I slot      release: id  3 | task 1215 | stop processing: n_tokens = 61, truncated = 0
4.21.933.707 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262908848
4.21.933.710 I slot launch_slot_: id  2 | task 1217 | processing task, is_child = 0
4.21.942.278 I slot      release: id  2 | task 1217 | stop processing: n_tokens = 68, truncated = 0
4.21.943.201 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262918514
4.21.943.204 I slot launch_slot_: id  1 | task 1219 | processing task, is_child = 0
4.21.951.761 I slot      release: id  1 | task 1219 | stop processing: n_tokens = 66, truncated = 0
4.21.952.702 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262929339
4.21.952.705 I slot launch_slot_: id  0 | task 1221 | processing task, is_child = 0
4.21.962.263 I slot      release: id  0 | task 1221 | stop processing: n_tokens = 58, truncated = 0
4.21.963.175 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262940937
4.21.963.178 I slot launch_slot_: id  3 | task 1223 | processing task, is_child = 0
4.21.973.929 I slot      release: id  3 | task 1223 | stop processing: n_tokens = 53, truncated = 0
4.21.974.811 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262950430
4.21.974.814 I slot launch_slot_: id  2 | task 1225 | processing task, is_child = 0
4.21.983.279 I slot      release: id  2 | task 1225 | stop processing: n_tokens = 57, truncated = 0
4.21.984.185 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126262959912
4.21.984.189 I slot launch_slot_: id  1 | task 1227 | processing task, is_child = 0
4.21.992.732 I slot      release: id  1 | task 1227 | stop processing: n_tokens = 70, truncated = 0
4.21.993.697 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126262970415
4.21.993.700 I slot launch_slot_: id  0 | task 1229 | processing task, is_child = 0
4.22.002.715 I slot      release: id  0 | task 1229 | stop processing: n_tokens = 89, truncated = 0
4.22.003.640 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126262982081
4.22.003.643 I slot launch_slot_: id  3 | task 1231 | processing task, is_child = 0
4.22.015.470 I slot      release: id  3 | task 1231 | stop processing: n_tokens = 55, truncated = 0
4.22.016.461 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126262991431
4.22.016.464 I slot launch_slot_: id  2 | task 1233 | processing task, is_child = 0
4.22.025.410 I slot      release: id  2 | task 1233 | stop processing: n_tokens = 84, truncated = 0
4.22.026.358 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126263000884
4.22.026.361 I slot launch_slot_: id  1 | task 1235 | processing task, is_child = 0
4.22.034.811 I slot      release: id  1 | task 1235 | stop processing: n_tokens = 58, truncated = 0
4.22.035.710 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126263010867
4.22.035.713 I slot launch_slot_: id  0 | task 1237 | processing task, is_child = 0
4.22.044.350 I slot      release: id  0 | task 1237 | stop processing: n_tokens = 75, truncated = 0
4.22.045.277 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126263023622
4.22.045.280 I slot launch_slot_: id  3 | task 1239 | processing task, is_child = 0
4.22.057.454 I slot      release: id  3 | task 1239 | stop processing: n_tokens = 50, truncated = 0
4.22.058.406 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126263033562
4.22.058.409 I slot launch_slot_: id  2 | task 1241 | processing task, is_child = 0
4.22.066.993 I slot      release: id  2 | task 1241 | stop processing: n_tokens = 73, truncated = 0
4.22.067.902 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126263042963
4.22.067.905 I slot launch_slot_: id  1 | task 1243 | processing task, is_child = 0
4.22.076.354 I slot      release: id  1 | task 1243 | stop processing: n_tokens = 57, truncated = 0
4.22.077.247 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126263052502
4.22.077.251 I slot launch_slot_: id  0 | task 1245 | processing task, is_child = 0
4.22.086.092 I slot      release: id  0 | task 1245 | stop processing: n_tokens = 91, truncated = 0
4.22.087.010 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126263065606
4.22.087.013 I slot launch_slot_: id  3 | task 1247 | processing task, is_child = 0
4.22.096.512 I slot      release: id  3 | task 1247 | stop processing: n_tokens = 61, truncated = 0
4.22.097.420 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126263075145
4.22.097.424 I slot launch_slot_: id  2 | task 1249 | processing task, is_child = 0
4.22.108.150 I slot      release: id  2 | task 1249 | stop processing: n_tokens = 49, truncated = 0
4.22.109.095 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126263084506
4.22.109.098 I slot launch_slot_: id  1 | task 1251 | processing task, is_child = 0
4.22.117.801 I slot      release: id  1 | task 1251 | stop processing: n_tokens = 73, truncated = 0
4.22.118.711 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126263094243
4.22.118.715 I slot launch_slot_: id  0 | task 1253 | processing task, is_child = 0
4.22.127.218 I slot      release: id  0 | task 1253 | stop processing: n_tokens = 58, truncated = 0
4.22.128.121 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126263104663
4.22.128.124 I slot launch_slot_: id  3 | task 1255 | processing task, is_child = 0
4.22.136.614 I slot      release: id  3 | task 1255 | stop processing: n_tokens = 63, truncated = 0
4.22.137.559 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 3126263116302
4.22.137.562 I slot launch_slot_: id  2 | task 1257 | processing task, is_child = 0
4.22.149.500 I slot      release: id  2 | task 1257 | stop processing: n_tokens = 49, truncated = 0
4.22.150.418 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 3126263125953
4.22.150.421 I slot launch_slot_: id  1 | task 1259 | processing task, is_child = 0
4.22.158.871 I slot      release: id  1 | task 1259 | stop processing: n_tokens = 56, truncated = 0
4.22.159.791 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3126263135370
4.22.159.794 I slot launch_slot_: id  0 | task 1261 | processing task, is_child = 0
4.22.175.362 I slot      release: id  0 | task 1261 | stop processing: n_tokens = 80, truncated = 0
4.22.176.324 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 3126263144766
4.22.176.327 I slot launch_slot_: id  3 | task 1263 | processing task, is_child = 0
